username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Tesla2Lucid,3096893610,"Los Angeles, CA",2023-01-20 22:13:42,More Davos by the numbers? 2x as many private jets flew to and from airports serving Davos during the 2022 #WEF mee… https://t.co/XlqdCJOyc3,0,Twitter Web App,
Matthew Smith,1586100461249081344,"Los Angeles, California",2023-01-20 21:52:43,@TimcastNews Has anyone done a new study on the impact of new studies on climate change?,2,Twitter Web App,
Belen De Leon,720362760,"Los Angeles, CA",2023-01-20 21:43:07,Dr. Mustafa Santiago shining a light on how climate change is impacting our most vulnerable communities.… https://t.co/Q6XxxrOwp5,1,Twitter for iPhone,
Capital & Main,2218281115,Los Angeles,2023-01-20 21:14:30,"Where is Santa Cruz, and what did its experience of the recent deluge tell us about how location makes the impacts… https://t.co/OKdLXwxs0Y",0,TweetDeck,
Robert Goldberg,38992400,"Los Angeles, CA",2023-01-20 20:45:52,"@rev_avocado “It’s not that climate change and the housing crisis aren’t problems, it’s just that I think preservin… https://t.co/oV9sAqK1eE",0,Twitter for iPhone,
Gary Hall,273059145,"Los Angeles, CA",2023-01-20 20:15:54,"@latimes Well, color me surprised. Thought for sure that the LAT's would blame their increasing loudness on man-made climate change.",0,Twitter Web App,
"Jack Der-Sarkissian, MD",17280751,Los Angeles,2023-01-20 20:15:16,"Climate change should be talked about and treated as a public health crisis. 
Nice to see our colleagues at… https://t.co/8R3xTAeuoM",0,Hootsuite Inc.,
B,1597802406519005185,"Los Angeles, CA",2023-01-20 20:08:30,"@nypost Liberals should inhale less to combat climate change.

Just saying…",0,Twitter for iPhone,
UCLA,18918483,"Los Angeles, CA",2023-01-20 20:00:16,"What role did global warming play in the recent storms? 🌧️

UCLA climate scientists Daniel Swain (@Weather_West) an… https://t.co/QEUSAIuVtf",2,True Anthem,
BT,432093,"Los Angeles, CA",2023-01-20 19:47:27,Incredible @TEDTalks by the inspiring @NoraLatorre4 “Eat Climate Change”. Enjoy - this one is wonderful. Fork drop 🫶,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 19:40:44,"There are no easy answers when it comes to clean energy. No solutions that come free of cost. 

And for the Imperia… https://t.co/GeglidL8Pq",3,SocialNewsDesk,
I Hate Sellout Sanders,1423796728457691139,"Los Angeles, CA",2023-01-20 19:16:32,"Notice how the only responses on #ITradedMyTeslaFor hashtag are jokes?

That's because there ARE no better cars

Te… https://t.co/ZdHdYlxyXV",0,Twitter Web App,
Patrick Anderson,266978259,"Burbank, California",2023-01-20 19:14:04,@landmanspeaking @voxdotcom @rebleber The article also mentions down in the 12th paragraph that the effects found b… https://t.co/Atq9Sdb7o8,0,Twitter for iPhone,
KARV Communications,833586084,New York - Los Angeles,2023-01-20 19:12:35,"Varying perspectives on key issues dominated #Davos23, with little consensus from economists, policymakers and busi… https://t.co/AkXJc0H4xx",0,Twitter for iPhone,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-20 19:05:14,Telling stories about climate &amp; energy in the American West with @rgaut999 has been such a treat. Check out his mes… https://t.co/i0kfHP24DC,14,Twitter Web App,
vicki ayala,31232398,"los angeles, ca",2023-01-20 18:49:03,https://t.co/qEKA0bighO - Storms' link to climate change doubtful,0,Twitter Web App,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-20 18:43:12,"@CARebelBase They want to pass it off on climate change and blame us for having gas cars, stoves, and eating meat… https://t.co/oRY7PjoQUX",0,Twitter for iPhone,
Dylan,1582108681893617664,"Los Angeles, CA",2023-01-20 18:30:51,@AngelaBelcamino No she has absolutely 0 credibility and no authority to speak on climate change,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 18:04:00,"Everyone wants a piece of the Imperial Valley. 

But for Imperial and other farm belts to supply food, water and cl… https://t.co/UyWntsMwFE",3,SocialNewsDesk,
Log Cabin L.A.,1573743870,"Los Angeles, CA",2023-01-20 17:55:36,@RealWayneRoot It’s being reported that the administration is trying to decide between blaming this on Long Covid o… https://t.co/NTbyJAJC8Q,0,Twitter for iPhone,
Wayne Artemis,1603891310967934976,"Los Angeles, CA",2023-01-20 17:53:57,": that's why i am kind of a skeptic on all these climate change issues. More of a climate political shenanigan. 
🫣 https://t.co/Iu1kUYHFT6",0,Twitter for Android,
Dr. Tommo Robbo,56897957,"La Canada Flintridge, CA",2023-01-20 17:48:27,or just Climate Change... or just a coincidence.... just move along and nothing to see here plebs. https://t.co/HF7MmuJqmc,0,Twitter Web App,
Sarah,1578216342712291328,"Los Angeles, CA",2023-01-20 17:18:52,“Is climate change as real as your arrest?” 😂 https://t.co/hrLdLy9m5f,0,Twitter for iPhone,
Gary Hall,273059145,"Los Angeles, CA",2023-01-20 16:52:50,"@latimes @DGJourno @ByIanJames Bold lying by the LAT's.

"" . .Colorado River for its water use is by dams that crea… https://t.co/JMGeTEW9aW",0,Twitter Web App,
Gary Hall,273059145,"Los Angeles, CA",2023-01-20 16:45:41,"@latimes Bold lying by the LAT's.

"" . .Colorado River for its water use is by dams that create reservoirs, which a… https://t.co/27Itxf2gxb",0,Twitter Web App,
Victor Shi,1084468387491790848,"Los Angeles, CA",2023-01-20 16:26:32,"Today marks exactly two years since President Biden was sworn into office. Under his leadership, Democrats have del… https://t.co/ZL3lO6TULx",933,Twitter Web App,
Ben Williamson,514704294,"Los Angeles, CA",2023-01-20 16:22:25,"Good reporting undone by an unjust headline 🗞️
The long-term growth of plant-based meat is undeniable and will beco… https://t.co/nyf7IehLI2",0,Twitter Web App,
Sam Hoadley-Brill 🙏 READ CHARLES MILLS. RIP 🐐,1209245247072391168,"Los Angeles, CA",2023-01-20 16:21:01,Today on the Charlie Kirk Show episode “The Bible vs. Karl Marx with James Lindsay” I learned that Woke Marx Hermet… https://t.co/ui8izgYziU,15,Twitter for iPhone,
big ange,1156457936975089666,"Los Angeles, CA",2023-01-20 16:19:35,NFTs and mining for crypto go hand in hand with climate change and the environmental degradation we face daily but… https://t.co/BS0lat1rBr,0,Twitter for iPhone,
Harrison Fairbanks,570007693,"Los Angeles, CA",2023-01-20 16:15:43,"@stuntbrain You touch on a great point.

Back in the 60s/70s there were environmental challenges.

LA Smog.
Cuyahog… https://t.co/Z5e3cEAQBK",0,Twitter for Android,
Mr Dave Anthony (Lord),17452154,los angeles,2023-01-20 16:04:12,@gabrielwinant It’s almost as if they are preparing for climate change with fascism,0,Twitter Web App,
Greg Leib 🐀,3369018388,"Los Angeles, CA",2023-01-20 15:46:19,"@DPhilosophyGuy @thescottbarber Don't worry, Bible-Science is clear that climate change is a myth and it's okay to… https://t.co/vTcyy2X4uI",0,Twitter for Android,
Kurt Schlichter,18089606,Manhattan Beach CA,2023-01-20 15:36:42,"Climate change is a hoax, so there is that https://t.co/NKeP1aPsZP",30,Twitter for iPad,
Peter Ilica,32756488,"Marina del Rey, CA",2023-01-20 15:32:49,@MrMatthewTodd @elonmusk Climate change is not caused by humans because there is no climate change!,2,Twitter Web App,
Stuart Falk,32540713,"Los Angeles, California",2023-01-20 15:06:40,"FARHAD MANJOO
How Do You Fight a Drought When It’s Flooding?
Climate change is forcing California to deal with two… https://t.co/BZgEPkJJQt",0,Twitter Web App,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-20 14:51:48,@sayitnspinit These climate change hoaxer maniacs are already  mandating the removal of gas stoves in parts of Cali… https://t.co/lrUdgplMJK,2,Twitter for iPhone,
Matthew E. Kahn,868389662,"Los Angeles, CA",2023-01-20 14:43:35,The NY Times gives its technology OP-ED author  the opportunity to discuss climate change adaptation and he doesn't… https://t.co/Gs44fYl1Ym,0,Twitter Web App,
Victor Grubsky 🇺🇸🇺🇦,1408953426025730051,"Los Angeles, CA, USA",2023-01-20 14:30:13,"@TammyJa67271911 @TansuYegen 20 years from now, robotic companions will be the mainstream, and the birth rates will… https://t.co/YX9K6zpBz4",0,Twitter for iPhone,
Minam the Dwarf,1028641140587749382,"Monrovia, CA",2023-01-20 14:17:10,"@ebeth360 I swear, this article makes me want to drink more coffee, and to brew it in as destructive a way as I can… https://t.co/lZAFNaYiYN",0,Twitter Web App,
Allen Ockey,1289182735810981888,"Los Angeles, CA",2023-01-20 14:16:06,@ABC7 They’re calling it “global warming” again? I thought they changed it to “climate change “ because there were… https://t.co/RCGsjYoAay,0,Twitter for iPhone,
Sissi David,808997658,Los Angeles ,2023-01-20 13:44:41,@iheartmindy I can’t change it coz I believe it to be true. Not only that. They demand equality but don’t practice… https://t.co/2bi1TP8o6U,0,Twitter for iPhone,
Breaking News Update,1599995142194302976,los Angeles,2023-01-20 13:11:53,"Shock! LA Times prints story that admits California storms not caused by climate change – HotAir #politics #news
https://t.co/FbC81xHJww",0,Twitter Web App,
Joel Pollak,10292132,"Pacific Palisades, CA",2023-01-20 12:48:36,California storms not likely caused by climate change - Los Angeles Times https://t.co/Xki2yBnATk,17,Twitter for iPhone,
Sam Kenyon,80472433,Los Angeles,2023-01-20 11:18:14,"Climate Change is a Technological Challenge, Not a Moral Crusade: And it's not about gas stoves, by @jeffmaurer1980 https://t.co/bKtZ1cnJ2K",0,TweetDeck,
Russ Buchanan,2519176147,"Woodland Hills, California",2023-01-20 09:35:44,"@TIME The first mental health problem related to climate change was the denial of its existence.

And it appears to be chronic.",0,Twitter Web App,
Shoutouts,743932993778003968,"West Hollywood, CA",2023-01-20 08:33:29,"CNN: Contrails are a major factor in aviation's contribution to climate change, but a UK company is trying to preve… https://t.co/SXqw97iihB",0,IFTTT,
junta,1543525806,"Los Angeles, CA",2023-01-20 08:17:19,"Jimmy’s grifting ilks are loving the misplaced feelings of vindication, lol. Probably gagging for the green light f… https://t.co/ulrU1japX4",0,Twitter for iPhone,
Nobody | XZG,1339762851217506304,"Los Angeles, CA",2023-01-20 07:46:13,Make sure you put the coals kiln and forgers next to trees to reduce climate change in Lunacia. Only you can preven… https://t.co/hm99LtiAuZ,0,Twitter Web App,
Josh Namm,80136183,"Los Angeles, CA",2023-01-20 07:33:21,"Biden Blames Climate Change for Storms in California, Experts Disagree https://t.co/htvWBzOQNH #Biden #BidenLies… https://t.co/bMj1lkth8s",0,Twitter for iPhone,
Recovering Vegan,1204130495568732161,"Los Angeles, CA",2023-01-20 07:19:00,"Fake meat companies promised to halt climate change, protect animals and make people healthier— while making billio… https://t.co/0d5S8J1gJR",6,Twitter for iPhone,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-20 07:04:04,“good for public safety and climate-change awareness but potentially so amplified that it leaves the public numb to… https://t.co/3TsDeXh9JY,0,Twitter for iPhone,
Grant W. Graves,229576116,"Santa Monica, CA",2023-01-20 06:49:24,"Canadians consider leaving Port aux Basques, Newfoundland, after Fiona - The Washington Post https://t.co/T5KflN1sMJ",0,Twitter Web App,
Karla Goforth,1600071930509287424,"Los Angeles, CA",2023-01-20 06:39:34,Of course https://t.co/cJoWREgIlm,0,Twitter for Android,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-20 06:39:16,"“Unlike renewable energy sources such as wind and solar power, “natural gas” &amp; other fossil fuels emit significant… https://t.co/TAjnaXg0gS",0,Twitter for iPhone,
Grant W. Graves,229576116,"Santa Monica, CA",2023-01-20 06:19:37,Research reveals new links behind climate change in Australia – Woods Hole Oceanographic Institution https://t.co/HTzsV1Wp8r,0,Twitter Web App,
Sunset,21689161,"Los Angeles, CA",2023-01-20 06:00:05,Few names conjure up images of herculean feats in the #rockclimbing world more than Colorado native Tommy Caldwell.… https://t.co/8GiO8yWI1f,0,SocialNewsDesk,
John Ziegler,558360059,"Los Angeles, CA",2023-01-20 05:53:33,"@borenbears For those scoring at home, California is in a “permanent drought” thanks to Global Warming/Climate Chan… https://t.co/Z0DD86Docj",0,Twitter for iPhone,
John Ziegler,558360059,"Los Angeles, CA",2023-01-20 05:52:07,"@nbcbayarea For those scoring at home, California is in a “permanent drought” thanks to Global Warming/Climate Chan… https://t.co/WI3zmcPTRo",1,Twitter for iPhone,
John Ziegler,558360059,"Los Angeles, CA",2023-01-20 05:51:58,"@AP For those scoring at home, California is in a “permanent drought” thanks to Global Warming/Climate Change, whic… https://t.co/O23vPCG4l8",0,Twitter for iPhone,
John Ziegler,558360059,"Los Angeles, CA",2023-01-20 05:51:52,"@AP_Climate For those scoring at home, California is in a “permanent drought” thanks to Global Warming/Climate Chan… https://t.co/nnurdxb4X7",2,Twitter for iPhone,
John Ziegler,558360059,"Los Angeles, CA",2023-01-20 05:51:47,"For those scoring at home, California is in a “permanent drought” thanks to Global Warming/Climate Change, which ca… https://t.co/H6NRXyyeBA",15,Twitter for iPhone,
ALL UP IN YOUR MIND,148939242,"Los Angeles, CA",2023-01-20 05:26:35,What is the reverse climate change plan ??,0,Twitter for iPhone,
Vern vonbucher,1518452521336934400,"Los Angeles, CA",2023-01-20 05:21:39,@RobSchneider Dude you don’t even get it he’s like Nostradamus everything he says actually comes true. Totally weir… https://t.co/PbQLTbFyfK,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 05:20:00,Climate models predict more frequent mega-storms fueled by warming oceans and a thirstier atmosphere due to global… https://t.co/gx83Av4KcT,10,SocialNewsDesk,
LIsa O'Neal,90463380,Los Angeles,2023-01-20 04:53:32,@Christy4Change In my opinion there is no climate change this is just an excuse to have control forever that’s all… https://t.co/3VSqz7ljtI,0,Twitter for iPhone,
Joel Pollak,10292132,"Pacific Palisades, CA",2023-01-20 04:51:30,"Biden Blames Climate Change for Storms in California, Experts Disagree https://t.co/581YyPYyT8",33,Twitter for iPhone,
Maegan Standart,1392887502218747910,"Los Angeles, CA",2023-01-20 04:51:06,@Christian_Cox_ @KeepitGeechee @KTLA Actually researching geology &amp; the historial climates of Earth &amp; its atmospher… https://t.co/MSnXnnEi5T,0,Twitter for iPhone,
kelsey kerrigan,2585385115,"Los Angeles, CA",2023-01-20 04:43:18,@NicoleLewisLCSW I dunno. They’re the largest killer of the Amazon rainforest… they def aren’t adding to the whole climate change problem.,0,Twitter for iPhone,
LIsa O'Neal,90463380,Los Angeles,2023-01-20 04:37:21,@goddeketal Right??? People don’t get it climate change is all about killing people off and the people that are try… https://t.co/1ZMjsXjf5z,1,Twitter for iPhone,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-20 04:26:39,"@catturd2 Next we need to combat and demolish the climate change doomsday narrative 

#ClimateScam",1,Twitter for iPhone,
Galo Romero,186862098,"Los Angeles, California",2023-01-20 04:23:05,"@RNCResearch Once you are gone, the climate will change so hurry up.",0,Twitter for Android,
Juli798686,2824286557,"Los Angeles, CA",2023-01-20 04:00:45,@stewak2 @KarenEJPerry Your marriage can survive climate change??? 🤣,0,Twitter Web App,
Zhang Xinyue / Create Abundance,1376107403356250112,"Beverly Hills, Ca",2023-01-20 03:36:03,"Biden Visits Storm-Ravaged California, Says It's Climate Change In Action zhangxinyue https://t.co/tKFmUQtosY",0,SocialOomph,
Chris Newman,69995377,Los Angeles,2023-01-20 03:32:00,"Concerned about climate change, xenophobia, and authoritarianism?  Go to Davos and yell about it. That oughta do th… https://t.co/zC61zS1Cff",0,Twitter Web App,
Maebe for Congress (she/they) 🏳️‍⚧️,4105010958,"Los Angeles, CA",2023-01-20 03:31:14,"So, you’d rather have 200 dead people murdered by your own children than 1 person fighting against corporate climat… https://t.co/jgX0cDh3OF",2,Twitter for iPhone,
YOURFAVORITEWIZARD,1506599570792333316,"Los Angeles, CA",2023-01-20 03:07:08,"and how it promotes all the right values

sure it’s as commercialized as every other sport but it affects the globa… https://t.co/Jbfa35YPuc",0,Twitter for iPhone,
Tommy Lightfoot Garrett,399129934,Beverly Hills,2023-01-20 02:49:54,"CLIMATE CHANGE COULD INCREASE PRECIPITATION IN CALIFORNIA STORMS BY TRILLIONS OF GALLONS, STUDY SAYS

https://t.co/EMyMGI0OYw",0,Twitter for Android,
Erin Stone (she/her),243907481,"Los Angeles, CA",2023-01-20 02:47:15,And one of my fave #whatcanIdo stories is from @lauraklivans a couple years ago: https://t.co/ikX8Bf4i6Y… https://t.co/IKttQxJjXI,0,Twitter Web App,
Wolf Bein,19103024,"Yorba Linda, California",2023-01-20 02:28:57,Climate change does not mean warmer weather everywhere. But it does mean more extremes. Incessant rain and cold in… https://t.co/K0KPFBOjoy,0,Twitter for iPhone,
Erin Stone (she/her),243907481,"Los Angeles, CA",2023-01-20 02:28:55,"""The Intergovernmental Panel on Climate Change (IPCC) has calculated the fashion industry produces 10% of global ca… https://t.co/mHwsvtdsvd",1,Twitter Web App,
Wolf Bein,19103024,"Yorba Linda, California",2023-01-20 02:28:11,Climate change does not mean warmer weather everywhere. But it does means more extremes. Incessant rain and cold in… https://t.co/9mIJ9mPcAG,0,Twitter for iPhone,
Jawn J.Period,1021382089059590144,"Los Angeles, CA",2023-01-20 02:25:41,"Republican love for, really obsession with, the political state of Florida is a bit ironic, as it will be one of th… https://t.co/n0EjxX5wdI",4,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 02:15:00,"Although scientists still can’t say yet where recent storms rank among other epic downpours, they said they did not… https://t.co/uanvDgWmVy",1,SocialNewsDesk,
Care Bear,1235767054788997120,"Manhattan Beach, CA",2023-01-20 02:09:29,"@FuckTwiter45 Climate change is bigger, goes deeper, permanently recrafts our economy in “their” image. Besides it’… https://t.co/h32NPqMKsQ",0,Twitter for iPhone,
Matilda Jude MD,701097808145817602,"Los Angeles, CA",2023-01-20 02:02:13,"@TIME You are misrepresenting information. Searching by keyword climate gives the first result as #climatescam, how… https://t.co/HV0HbOHGr9",2,Twitter for iPhone,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-20 01:15:15,The U.S. is directing $930 million toward reducing wildfire dangers in 10 western states by clearing trees and unde… https://t.co/gNL8Z3rHA9,3,True Anthem,
Josh Namm,80136183,"Los Angeles, CA",2023-01-20 01:07:19,"LA Times: Never Mind, Those Big California Rainstorms Weren't Caused by Climate Change After All… https://t.co/KBHxdWPX6Y",0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-20 01:05:00,We visited the Imperial Valley during California’s epic summer heat wave and asked local residents about the pros a… https://t.co/aPTfO57wZH,1,SocialNewsDesk,
UCLA Sustainable LA Grand Challenge,1196492451189383168,UCLA,2023-01-20 01:04:29,"Via @washingtonpost: Many have largely discounted weather extremes because of a bias toward what is most likely, ra… https://t.co/3TvwIRlQ6j",0,Twitter Web App,
boss,1552166296652894208,"Los Angeles, CA",2023-01-20 00:59:28,@thetexasdood @Schilling1776 That results in a lot of open doors minimizing the effectiveness of HVAC systems which… https://t.co/8U4siDzXTI,0,Twitter for iPhone,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-20 00:44:26,"Also enjoyed discussing my reporting on water politics, solar power and climate change in the Imperial Valley with… https://t.co/0luhaxKZ83",1,Twitter Web App,
David Romero,203315335,"Los Angeles, CA",2023-01-20 00:41:31,@susanforwood @PTRUMPFORTX2020 Because climate change.,0,Twitter Web App,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-20 00:39:59,"""Imperial Valley as an ideal place to put solar farms.

The land is flat, the sunlight is abundant &amp; converting far… https://t.co/CsT7rLz6ma",0,Twitter Web App,
Carlos Uribe,95544924,Los Angeles,2023-01-20 00:27:27,"@umbernhard @jelenawoehr ""We are also rapidly approaching human colonization of other planets, where again time zon… https://t.co/B3D0Op7SzR",0,Twitter Web App,
A person,1461477710610374663,"Los Angeles, CA",2023-01-20 00:24:42,@jarredsumner @rsms Climate change is even affecting computers 🤣,0,Twitter for iPhone,
LivingInCA,880517170945441796,"Los Angeles, CA",2023-01-20 00:10:53,@MikeHudema Now that's kind of funny - blocking the elitist who are trying to control the climate change initiative.,0,Twitter Web App,
KDugan1850,818069302385356801,"Los Angeles, CA",2023-01-20 00:05:12,@AlexPadilla4CA All politicians should believe anything is possible in science.  https://t.co/W3EVSOWJg3,0,Twitter for iPhone,
Roxanne Hoge,973797997195689985,"North Hollywood, CA",2023-01-20 00:04:18,@latimes Wondering if @latimes will add context to their story &amp; this tweet. Because this @Bob_Hoge_CA story sure p… https://t.co/o24ejhQkXH,1,Twitter for iPhone,
Liza Dye,15953110,"Los Angeles, CA",2023-01-19 23:59:03,how much is rent jk climate change https://t.co/9HnE3qdz4X,0,Twitter for iPhone,
Benhaswings,3906716846,THE MOON 🌙 ,2023-01-19 23:55:55,"Co-founder of CNN Weather Channel: ""Climate Change is a hoax"" - explaining key points via /r/TheBidenshitshow https://t.co/2CQCG7sMSO",0,IFTTT,
Dude #FreeTopG,103667221,"Santa Monica, CA",2023-01-19 23:55:11,"All of this Climate Change BS all started with Al Gore’s 2006 documentary “An Inconvenient Truth”..

Now here we ar… https://t.co/WMCelfcwZE",2,Twitter for iPhone,
rocki one,38869503,Los Angeles,2023-01-19 23:53:22,"@Karri_Kemyst Angel City: We're pleased to announce, we've eradicated COVID, ended world hunger, and fully reversed… https://t.co/OzN6Ow3eHb",0,Twitter Web App,
jerry morrow,1005597409,los angeles,2023-01-19 23:47:33,"Climate change denial is making a ‘stark comeback’ on social media, study finds https://t.co/LPq99qSdw0",0,Twitter for iPhone,
Kaazah 👁,758520192,Los Angeles,2023-01-19 23:38:09,@Rollitupk Yes … it’s in endangered species due to climate change so they’re definitely reserved butttt call your c… https://t.co/COybiFQb4U,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 23:25:30,Clean energy advocates see Imperial as an ideal place for solar farms and battery projects that can help solve the… https://t.co/vVjVg0Mgv0,7,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 23:20:00,"Although the media and some officials were quick to link a series of powerful storms to climate change, researchers… https://t.co/jARLjRpsfS",1,SocialNewsDesk,
gerry,3166284559,"818, Los Angeles",2023-01-19 23:11:17,If MSMZERO doesn’t hit 100 entrants by the end of tomorrow I will willingly contribute to climate change https://t.co/nAHLNKAfD4,2,Twitter for iPhone,
ret,39291341,"Los Angeles, CA",2023-01-19 22:38:51,@thedavidcrosby RIP died of climate change,0,Twitter for iPhone,
Will Ferguson,1506277170,"La Canada Flintridge, CA",2023-01-19 22:24:05,"Climate #risks bring new challenges to the (re)insurance industry. In this 3-podcast series from @GuyCarpenter, exp… https://t.co/wJsqVgITzb",0,Dynamic Signal,
Agent0fSlytherin,1002723460651495424,"Los Angeles, CA",2023-01-19 22:08:41,@Red047JJ She lost me when climate change annoyed her. The opening monologue is based on actual scientific research… https://t.co/9YURa8xsCz,0,Twitter for iPhone,
Chris McKee,1441673053,"Los Angeles, CA",2023-01-19 22:03:53,“The Biden administration has to roll up their sleeves and get to work ensuring that every agency — from @EPA to OM… https://t.co/6rJ1uks6VS,0,Twitter Web App,
REGENETARIANISM,273748289,"Los Angeles, CA",2023-01-19 22:02:22,9. Climate change also has to account for the small water cycle &amp; desertification. This all goes back to land manag… https://t.co/WvVK5yHv8l,0,Twitter Web App,
REGENETARIANISM,273748289,"Los Angeles, CA",2023-01-19 22:02:21,"7. Regarding climate change, real mitigation could also be achieve by switching monogastric livestock &amp; aquaculture… https://t.co/dOoV4deFwC",0,Twitter Web App,
The Nature Conservancy in California,479840281,Sacramento / Los Angeles,2023-01-19 22:00:58,📢 Tune in to this conversation on Water &amp; Climate Change featuring TNC's Director of California Water Programs… https://t.co/UVhyujm6wK,1,Twitter Web App,
Jose Navarro,2304012180,Los Angeles ,2023-01-19 22:00:04,"@CaptainZion17 @hpnyknits @MarisaKabas No. It’s republicans voting against; REDUCING INFLATION, PRICE GAUGING, CHEA… https://t.co/6aJ7hnLe2G",0,Twitter for iPhone,
Cara Santa Maria,105918870,Los Angeles,2023-01-19 22:00:03,"As climate change fuels more extreme weather, fishers around the world are facing shrinking opportunities to fish.… https://t.co/WDKuFQLUIs",2,TweetDeck,
The OPEN Daily,102106430,"Los Angeles, CA",2023-01-19 21:51:58,"Climate change could increase precipitation in California storms by trillions of gallons, study says https://t.co/EEdav7BQlw",0,IFTTT,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-19 21:50:58,"""Somalia is an extreme example of the far-reaching impacts of global crises, including COVID-19, climate change, an… https://t.co/yoJVeUN78g",0,Twitter Web App,
Maximum Energy,2964752932,"Torrance, CA",2023-01-19 21:47:30,"California is on the frontline of climate change. During a 2022 heatwave, they sent an emergency text to all cell p… https://t.co/TgzP0xrtJU",0,Twitter Web App,
Curtis Spyro,1534870262679748609,"Los Angeles, CA",2023-01-19 21:45:00,Extra Dust in the Atmosphere Could Be Hiding the True Effects of Climate Change - Gizmodo https://t.co/iBkJ8oJvcQ… https://t.co/ip4JQsITpQ,0,Buffer,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 21:33:01,"Interested in stories about climate change, water, public lands and clean energy?

Boiling Point, a weekly newslett… https://t.co/HwH3fZArso",2,Typefully,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 21:16:57,"The Imperial Valley is one of the most important places many Californians have never been. 

Clean energy advocates… https://t.co/xEFaMh5W9E",8,Twitter Web App,
Usually Right,1435400399393935366,Westside LA,2023-01-19 21:02:01,"@mustang_flying ""[T]he world’s masters of politics and finance ride carbon-spewing jets to the WEF in a Swiss resor… https://t.co/nvnafG63wP",0,Twitter Web App,
De Well Group,1193967964065652736,"Bell, CA",2023-01-19 20:37:40,New study has found almost half of world ports are at risk from natural disasters caused by geological or climate c… https://t.co/IAa15bCjIg,1,Twitter Web App,
KGH,725535951896739840,"Los Angeles, CA",2023-01-19 20:31:24,@catturd2 And yet he flew on a private jet to get to a conference on climate change.,0,Twitter for iPhone,
🇺🇦 Jonathan Michelangelo Lockwood,1081848427,Los Angeles,2023-01-19 20:25:20,@ReplaceSinema @kyrstensinema The outrage of ice in iced coffee melting too fast from Arizona to DC to even remote… https://t.co/lXDYUfBjFI,0,Twitter for iPhone,
🇺🇦 Jonathan Michelangelo Lockwood,1081848427,Los Angeles,2023-01-19 20:25:03,The outrage of ice in iced coffee melting too fast from Arizona to DC to even remote areas due to anthropogenic cli… https://t.co/afs3G9lRZu,0,Twitter for iPhone,
the kinte space,757814965,Los Angeles,2023-01-19 20:17:36,"As climate change threatens more homes, some properties are getting too costly to insure

As climate change threate… https://t.co/mu32nGdF3y",0,Microsoft Azure Logic Apps,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-19 20:15:00,"Initial assessments suggest the destruction had more to do with California’s historic drought-to-deluge cycles, mou… https://t.co/x9TxY3tyJC",5,SocialNewsDesk,
Michael Martinez,197224643,Los Angeles,2023-01-19 20:14:20,"The world’s struggles are ‘piling up like cars in a chain reaction crash,’ U.N. chief says. The world is in a “sorr… https://t.co/XUuQW9jq7g",0,Twitter Web App,
Manx,1595725853974941698,"Pasadena, CA",2023-01-19 19:45:21,"@ClownWorld_ It is true. If people chose to eat meat half of the time, that would be sufficient to revert climate change 😂",0,Twitter for iPhone,
Maximum Energy,2964752932,"Torrance, CA",2023-01-19 19:43:30,The Intergovernmental Panel on Climate Change  (@IPCC_CH) found that meeting the #ParisAgreement target of capping… https://t.co/E9SarwoGNq,0,Twitter Web App,
✧ xVibez_Zen.YT ✧,1527260739496337409,"Los Angeles, CA",2023-01-19 19:29:32,"@CamRacerX @MrBeast Wdym ok? Literally so many problems are still in this world; Pandemic, Diseases, Climate Change… https://t.co/hO5pSbiYg6",0,Twitter for iPad,
Patriot66,1519483919778779136,"Los Angeles, CA",2023-01-19 19:25:57,Al Gore is a Climate Change Lunatic. Do you remember when he stated in the 90’s that the Earth would be dead by 200… https://t.co/5yxidYRjn3,1,Twitter for iPhone,
